author_display,title,id,author_id
Anonymous,ODE TO SENSIBILITY. ,o5089-w0500,pers00163
"Collins, William",THE MANNERS. AN ODE. ,o4985-w0100,pers00048
"Leapor, Mary",The SACRIFICE. An EPISTLE to CELIA.,o5125-w0530,pers00154
"Wesley, John",Supplication for Grace. Prayer to CHRIST before the Sacrament.,o3900-w1180,pers00310
"Wesley, Charles",HYMN after the Sacrament. ,o3900-w1190,pers00309
"Baillie, Joanna","VERSES WRITTEN IN FEBRUARY, 1827. ",bjb18-w0450,pers00287
"Ellis, John",Another. ,o5157-w0630,pers00094
"Ellis, John",SONG. ,o5157-w0620,pers00094
"Baillie, Joanna","VERSES SENT TO MRS. BAILLIE ON HER BIRTHDAY, 1813. ",bjb18-w0440,pers00287
"Edwards, Thomas","SONNET VIII. On the CANTOS of SPENSER'S Fairy Queen, lost in the Passage from Ireland.",o5153-w0777,pers00016
"Hunter, Anne","WINTER, A SONNET.",bah18-w0200,pers00281
"Jones, Mary",PATIENCE. Of PATIENCE. An EPISTLE to The Right Honourable Samuel Lord Masham.,pjo50-w0020,pers00273
"Smith, Charlotte",SONNET [22] XXII. By the same. To Solitude. ,n22cs-w0220,pers00290
"Whitehead, William","ELEGY VI. To another FRIEND. Written at Rome, 1756. ",o5157-w0075,pers00038
"Smith, Charlotte",SONNET [23] XXIII. By the same. To the North Star. ,n22cs-w0230,pers00290
"Jones, Mary",Of DESIRE. An Epistle to the Hon. Miss LOVELACE.,pjo50-w0030,pers00273
"Hunter, Anne",TIME. ,bah18-w0210,pers00281
"Carmichael, Rebekah",EPIGRAM ,prc90-w0360,pers00328
"Langhorne, John",RURAL SIMPLICITY. AN ODE.,o4987-w0620,pers00178
"Duck, Stephen",On a GOOD CONSCIENCE. ,o4741-w0070,pers00091
Anonymous,The RAKE. ,o5155-w0820,pers00062
"Carmichael, Rebekah",ON A YOUNG GENTLEMAN's RETURN FROM JAMAICA ,prc90-w0370,pers00328
"Cockfield, Joseph",WRITTEN ON A CHINESE TEMPLE IN MR. SCOTT'S GARDEN AT AMWELL. ,o4987-w0630,pers00213
"Cowley, Hannah","TO MR. PARKHOUSE, Of TIVERTON, DEVON. ",o4029-w0040,pers00284
"Duck, Stephen",A PASTORAL ELEGY. ,o4741-w0060,pers00091
"Whistler, Anthony",FLOWERS. ,o5155-w0830,pers00138
"Williams, Helen Maria",SONNET TO HOPE.,bhw18-w0180,pers00276
"Wesley, Charles",On Reading Monsr. de RENTY's Life. ,o3900-w0100,pers00309
"Williams, Helen Maria",SONNET TO TWILIGHT.,bhw18-w0190,pers00276
"Day, Eliza",THE QUESTION. ,bed98-w0480,pers00340
"Marriott, Sir James",ODE on Ambition. ,o5155-w0670,pers00057
"Spence, Joseph",AN EPISTLE FROM A SWISS Officer to his Friend at Rome. ,o5154-w0090,pers00018
"Gerrard, John","PETHERTON-BRIDGE. AN ELEGY. INSCRIBED TO THE REV. MR. BEAN, OF STOKE-SUB-HAMDON, SOMERSET.",o4987-w0870,pers00224
"Chesterfield, 4th Earl of, Philip Dormer Stanhope",SONG. ,o5152-w0440,pers00014
"Cristall, Ann Batten",HOLBAIN. ,cac95-w0070,pers00301
"Ridley, Glocester","JOVI ELEUTHERIO. Or, an OFFERING to LIBERTY.",o5154-w0080,pers00022
"Marriott, Sir James",Captain CUPID. ,o5155-w0660,pers00057
"Day, Eliza",SONNET. ,bed98-w0490,pers00340
"Cristall, Ann Batten",SONG. ,cac95-w0060,pers00301
"Gerrard, John",AMINTA. AN ELEGY.,o4987-w0860,pers00224
"Barbauld, Anna Laetitia",A Summer Evening's Meditation. ,o3555-w0320,pers00149
"Berkeley, George Monck","PROLOGUE, SPOKEN BY THE AUTHOR, ON OPENING THE NEW THEATRE AT BLENHEIM, OCTOBER 1787. TO THEIR GRACES THE DUKE AND DUCHESS OF MARLBOROUGH.",o5280-w0390,pers00277
"Berkeley, George Monck","ODE TO GENIUS. TO THE REV. WILLIAM MASON, A.M. PRECENTOR OF THE CATHEDRAL CHURCH OF YORK.",o5280-w0380,pers00277
"Leapor, Mary",The FOX and the HEN. A FABLE.,o5125-w0250,pers00154
"Collier, Mary","AN ELEGY, On the much lamented Death of NORTON POWLETT Esq; Who departed this life at Petersfield June the 4th 1741.",pco62-w0080,pers00293
"West, Gilbert","INSCRIPTION ON A SUMMER-HOUSE BELONGING TO GILBERT WEST, ESQ. AT WICKHAM, IN KENT. ",o4984-w0080,pers00024
"Mason, William",ODE. To INDEPENDENCY.,o5157-w0860,pers00051
"Blamire, Susanna",WHEN SEVEREST FOES IMPENDING. ,bsb18-w0780,pers00280
"Nugent, Robert Craggs, Earl Nugent","EPIGRAM IV. Upon the Bust of English worthies, at Stow.",o5153-w0793,pers00119
Anonymous,"PROLOGUE TO THE ENGLISHMAN AT BOURDEAUX. Performed since the conclusion of the peace, with universal applause, at PARIS.",o5089-w0260,pers00158
"Collier, Mary",Spectator VOL. the Fifth. Numb. 375. VERSIFIED. ,pco62-w0090,pers00293
"Denton, Thomas",THE HOUSE OF SUPERSTITION. A VISION. ,o4984-w0090,pers00050
"Leapor, Mary",The WAY of the WORLD. ,o5125-w0240,pers00154
Anonymous,EPILOGUE. ,o5089-w0270,pers00158
"Mason, William",ODE. On MELANCHOLY.,o5157-w0870,pers00051
"Blamire, Susanna",I'LL HAE A NEW COATIE. ,bsb18-w0790,pers00280
"Taylor, Henry",PARADISE REGAIN'D. ,o5157-w0140,pers00132
"Baillie, Joanna",THE KITTEN. ,bjb18-w0320,pers00287
"Baillie, Joanna",SCHOOL RHYMES FOR NEGRO CHILDREN. ,bjb18-w0330,pers00287
"Dodington, George Bubb, Baron Melcombe",To the Right Hon. Sir ROBERT WALPOLE. ,o5157-w0150,pers00090
"Smith, Charlotte","SONNET [55] LV. The Return of the Nightingale. Written in May, 1791. ",n22cs-w0550,pers00290
"Hunter, Anne",MAY DAY. ,bah18-w0570,pers00281
"Barber, Mary",On leaving Bath. ,pba35-w0780,pers00087
"Hunter, Anne",THE ROUNDELAY. ,bah18-w0560,pers00281
"Smith, Charlotte","SONNET [54] LIV. The sleeping Woodman. Written in April, 1790. ",n22cs-w0540,pers00290
"Barber, Mary",An Epigram on the Battle of the Books. ,pba35-w0790,pers00087
"Carmichael, Rebekah","ON A YOUNG LADY, WHO ASKED A NECKLACE OF A GENTLEMAN's HAIR, AND WAS REFUSED ",prc90-w0410,pers00328
"Edwards, Thomas",SONNET. TO —.,o4987-w0150,pers00016
"Carmichael, Rebekah",AN ADDRESS TO NIGHT ,prc90-w0400,pers00328
"Edwards, Thomas",SONNET. TO THE SAME.,o4987-w0140,pers00016
"Kelly, Isabella",TO AN UNBORN INFANT. ,pik94-w0080,pers00327
"Wesley, Charles","ROM. iv. 5. To him that worketh not, but believeth on Him that justifieth the Ungodly, his Faith is counted for Righteousness. ",o3900-w0670,pers00309
"Egerton, Sarah Fyge",The Extacy. ,pse03-w0020,pers00272
"Kelly, Isabella",WRITTEN IN VERY DEEP AFFLICTION. ,pik94-w0090,pers00327
"Lennox, Charlotte","A PASTORAL, FROM THE SONG of SOLOMON. ",o5247-w0010,pers00295
"Egerton, Sarah Fyge","On the Honourable Robert Boyl's, Notion of Nature. ",pse03-w0030,pers00272
"Wesley, Charles",On the Conversion of a Common Harlot. LUKE XV. 10. There is Joy in the Presence of the Angels of GOD over one Sinner that repenteth.,o3900-w0660,pers00309
"Burns, Robert",EPITAPH ON A HENPECKED COUNTRY SQUIRE. ,cbu86-w0350,pers00307
"Wesley, John",BOLDNESS in the GOSPEL. From the same.,o3900-w1260,pers00310
"Burns, Robert","THE FAREWELL. TO THE BRETHREN OF St. JAMES'S LODGE, TARBOLTON.",cbu86-w0340,pers00307
"Wesley, Charles",ACTS iv. 29. ,o3900-w1270,pers00309
"Blamire, Susanna","THE DESCENT OF PITY. 20TH NOVEMBER, 1781.",bsb18-w0310,pers00280
"Mason, William",ON THE DEATH OF HIS WIFE. ,o4984-w0410,pers00051
"Gray, Thomas",The Progress of Poesy. A Pindaric Ode ,tgaen-wpppo,pers00039
"Blamire, Susanna",EPISTLE TO HER FRIENDS AT GARTMORE. ,bsb18-w0300,pers00280
"Mason, William","IL PACIFICO. WRITTEN ON THE CONCLUSION OF THE PEACE OF AIX-LA-CHAPELLE, MDCCXLVIII.",o4984-w0400,pers00051
"Philips, Ambrose",[PASTORAL 01] THE FIRST PASTORAL. ,sap09-w0010,pers00302
"Rowe, Elizabeth",Paraphrase on Revel. chap. 1. from v. 13. to v. 18. ,oar96-w0280,pers00265
"Prior, Matthew",ANOTHER [EPIGRAM]. ,pmp18-w0660,pers00314
"Smart, Christopher",Against ILL-NATURE. ,o4103-w0020,pers00254
"Chatterton, Thomas","THE CONSULIAD, AN HEROIC POEM.",o4039-w0180,pers00288
"Rowe, Elizabeth",To a very Young Gentleman at a Dancing-School. ,oar96-w0290,pers00265
"Smart, Christopher","A MORNING PIECE, OR, AN HYMN for the HAY-MAKERS. ODE I.",o4103-w0030,pers00254
"Chatterton, Thomas",ELEGY. ,o4039-w0190,pers00288
"Prior, Matthew",ANOTHER [EPIGRAM]. ,pmp18-w0670,pers00314
"Browne, Isaac Hawkins",ON A FIT of the GOUT. ,o5153-w0630,pers00083
"Hands, Elizabeth",An EPISTLE. ,peh89-w0200,pers00324
"Little, Janet",ON HALLOWEEN. ,bjl92-w0450,pers00338
"Herbert, Nicholas","MARRIAGE A-LA-MODE. OR THE TWO SPARROWS. A FABLE. From Mons. DE LA MOTTE, Book iv. Fable 21.",o5154-w0400,pers00104
"Day, Eliza","[THE MYRTLE] Upon a lady losing a sprig of Myrtle, presented to her by her husband, on the morning of their marriage.",bed98-w0010,pers00340
"Carstairs, Christian",EVENING. ,pcc86-w0220,pers00323
"Browne, Isaac Hawkins",From CAELIA to CLOE. ,o5153-w0620,pers00083
"Hands, Elizabeth",LEANDER AND BELINDA. A TALE.,peh89-w0210,pers00324
"Carstairs, Christian",[OUR Scottish dames for virtue still be fam'd;] ,pcc86-w0230,pers00323
"Herbert, Nicholas",An INSCRIPTION. Quercus loquitur. O YE!,o5154-w0410,pers00104
"Little, Janet",TO MY AUNTY. ,bjl92-w0440,pers00338
"Williams, Helen Maria",SONNET TO LOVE.,bhw18-w0260,pers00276
"Watts, Isaac",TO Mr. A. S. and Mr. T. H. ,o4672-w0450,pers00292
"Williams, Helen Maria",SONNET TO DISAPPOINTMENT.,bhw18-w0270,pers00276
"Watts, Isaac",TO My Brothers E. and T. W. ,o4672-w0440,pers00292
"Anstey, Christopher",ON THE MUCH LAMENTED DEATH OF THE MARQUIS OF TAVISTOCK. ,o4986-w0320,pers00205
"Carmichael, Rebekah",ON RECEIVING A POT OF THYME ,prc90-w0080,pers00328
"Duck, Stephen",A Poem on Her MAJESTY's Birth-Day. ,o4741-w0390,pers00091
"Carmichael, Rebekah",AN EPITAPH ,prc90-w0090,pers00328
"Darwall, Mary",THE PLEASURES OF CONTEMPLATION. ,o4986-w0330,pers00219
"Duck, Stephen",An EPIGRAM. ,o4741-w0380,pers00091
"Barber, Mary","A Letter to a Friend, on Occasion of some Libels written against him. ",pba35-w0310,pers00087
"Barber, Mary",To the Right Honourable the Lady Sarah Cowper. Written when the Author was sick at Tunbridge-Wells.,pba35-w0300,pers00087
"Jago, Richard","The SWALLOWS. Written September, 1748.",o5156-w0330,pers00037
"Finch, Anne, countess of Winchilsea",The PHOENIX. A SONG.,o4784-w0730,pers00268
"Betham, (Mary) Matilda",ARTHUR and ALBINA. ,bmb97-w0010,pers00315
"Robinson, Mary",An ODE to CHARITY. ,pro75-w0050,pers00271
"Swift, Jonathan",To Mrs. BIDDY FLOYD. Anno. 1708.,psw11-w0070,pers00148
"Robinson, Mary",An ODE to WISDOM. ,pro75-w0040,pers00271
"Diaper, William",[Nereides:] TO Mr. CONGREVE. ,pdi12-w0010,pers00266
"Jago, Richard","VERSES to WILLIAM SHENSTONE, Esq; On receiving a Gilt Pocket-Book. 1751.",o5156-w0320,pers00037
"Finch, Anne, countess of Winchilsea",The DOG and his MASTER. ,o4784-w0720,pers00268
"Swift, Jonathan","BAUCIS AND PHILEMON. Imitated, From the Eighth Book of OVID.",psw11-w0060,pers00148
"Blackstone, Sir William",The Lawyer's Farewell to his Muse. Written in the Year 1744.,o5155-w0440,pers00081
"Seward, Anna","VERSES ON WREXHAM, AND THE INHABITANTS OF ITS ENVIRONS.",bse96-w0020,pers00282
"Lyttelton, George, 1st Baron Lyttelton",ADVICE to a LADY. ,o5153-w0090,pers00030
"Cristall, Ann Batten",WRITTEN WHEN THE MIND WAS OPPRESSED. ,cac95-w0240,pers00301
"Carey, Henry",Sally of our Alley. ,o5493-w0010,pers00329
"Madan, Judith Cowper","O Thou, who labour'st in this rugged mine ",o5155-w0450,pers00021
"Lyttelton, George, 1st Baron Lyttelton",To my Lord — In the Year 1730. From Worcestershire.,o5153-w0080,pers00030
"Cristall, Ann Batten",THE ENTHUSIAST. ,cac95-w0250,pers00301
"Seward, Anna","HOYLE LAKE, A POEM, WRITTEN ON THAT COAST, AND ADDRESSED TO ITS PROPRIETOR, SIR JOHN STANLEY.",bse96-w0030,pers00282
"Smith, Charlotte",[THE EMIGRANTS.] THE EMIGRANTS.,o3919-w0010,pers00290
"Barbauld, Anna Laetitia",To WISDOM. ,o3555-w0110,pers00149
"Rowe, Elizabeth","Paraphrase on Micha. 6. 6, 7. ",oar96-w0420,pers00265
"Goldsmith, Oliver",EDWIN AND ANGELINA. A BALLAD.,o5346-w0030,pers00174
"Barbauld, Anna Laetitia",HYMN to CONTENT. ,o3555-w0100,pers00149
"Rowe, Elizabeth",The Reflection. ,oar96-w0430,pers00265
"Goldsmith, Oliver",THE DESERTED VILLAGE. ,o5346-w0020,pers00174
"Warton, Joseph",ODE TO THE NIGHTINGALE. ,o4985-w0450,pers00049
"Leapor, Mary",DAMON and STREPHON. A Pastoral Complaint.,o5125-w0060,pers00154
"Chandler, Mary",On Mr. B—'s Garden. To Mrs. S—.,pmc36-w0170,pers00325
"Baillie, Joanna",A THIRD HYMN FOR THE KIRK. ,bjb18-w0830,pers00287
"Scott, James",EVERY MAN THE ARCHITECT of his own FORTUNE: OR THE ART OF RISING IN THE CHURCH. A SATYRE.,o5089-w0050,pers00058
"Chandler, Mary","To Miss Moor, On her FIRE-SCREEN. ",pmc36-w0160,pers00325
"Leapor, Mary",A SUMMER'S WISH. ,o5125-w0070,pers00154
"Warton, Joseph",ODE AGAINST DESPAIR. ,o4985-w0440,pers00049
"Collins, William","THE PASSIONS, AN ODE FOR MUSIC. ",o5089-w0040,pers00048
"Baillie, Joanna",A SECOND HYMN FOR THE KIRK. ,bjb18-w0820,pers00287
"Brand, Hannah","VALENTINE TO MISS BRAND, WITH A Miniature Picture, Laid upon her Toilet on Saint Valentine's Eve, 1786.",o4091-w0010,pers00305
"Macpherson, James",THE BATTLE of LORA: A POEM. ,o5164-w0050,pers00291
"Thomson, James",[The Seasons:] WINTER. ,o3549-w0040,pers00020
"Macpherson, James",THE WAR of INIS-THONA: A POEM. ,o5164-w0040,pers00291
"Tighe, Mary",[Psyche] Canto IV. ,pmt18-w0023,pers00320
"Thomson, James",A HYMN ON THE SEASONS. ,o3549-w0050,pers00020
"Shenstone, William",LYSANDER to CLOE. ,o5157-w0370,pers00035
"Baillie, Joanna",A LAMENTATION. ,bjb18-w0110,pers00287
"Hervey, John, Baron of Ickworth","A SATIRE in the Manner of PERSIUS, in a Dialogue between ATTICUS and EUGENIO. ",o5156-w0590,pers00106
"Finch, Anne, countess of Winchilsea",La Passion Vaincue. Done into English with Liberty.,o4784-w0190,pers00268
"Merrick, James",The Hymns of DIONYSIUS: Translated from the Greek.,o5156-w0580,pers00045
"Baillie, Joanna",A DISAPPOINTMENT. ,bjb18-w0100,pers00287
"Finch, Anne, countess of Winchilsea","The following Lines occasion'd by the Marriage of Edward Herbert Esquire, and Mrs. Elizabeth Herbert. ",o4784-w0180,pers00268
"O'Keeffe, John",OATLANDS; OR THE TRANSFER OF THE LAUREL. A POEM.,o4267-w0010,pers00331
"Shenstone, William",CANDOUR. ,o5157-w0360,pers00035
"Manners, Catherine Rebecca Grey, Lady",Semira. ,pcm93-w0090,pers00313
"Prior, Matthew",THE FIRST HYMN OF CALLIMACHUS. TO JUPITER.,pmp18-w1040,pers00314
"Merry, Robert",ODE TO ANNA MATILDA.,o4739-w0190,pers00285
"Manners, Catherine Rebecca Grey, Lady",Gertrude. ,pcm93-w0080,pers00313
"Cowley, Hannah",ODE TO INDIFFERENCE.,o4739-w0180,pers00284
"Prior, Matthew",THE SECOND HYMN OF CALLIMACHUS. TO APOLLO.,pmp18-w1050,pers00314
"Addison, Joseph","TO Sir GODFREY KNELLER, ON HIS PICTURE of the KING. ",o4226-w0020,pers00150
"Watts, Isaac",[MORAL SONG] V. The ANT or EMMET. ,o5454-w0380,pers00292
"Hammond, James",ELEGY II. ,o4987-w0360,pers00102
Anonymous,STUDLEY. TO MISS B— F—.,o4986-w0580,pers00196
"Gay, John","FABLE [07] VII. The Lyon, the Fox, and the Geese.",ojg27-w0080,pers00303
"Johnson, Samuel",AN ODE. ,o4986-w0590,pers00029
"Gay, John",FABLE [08] VIII. The Lady and the Wasp.,ojg27-w0090,pers00303
"Hammond, James",ELEGY III. ,o4987-w0370,pers00102
"Watts, Isaac",[MORAL SONG] VI. Good Resolutions. ,o5454-w0390,pers00292
"Lennox, Charlotte",The ART of COQUETTRY. ,o5247-w0230,pers00295
"Gambold, John",RELIGIOUS DISCOURSE. ,o3900-w0440,pers00311
"Centlivre, Susanna","AN EPISTLE, [TO Mrs. WALLUP] &c. ",o3318-w0010,pers00296
"Egerton, Sarah Fyge",On the death of dear Statyra. ,pse03-w0210,pers00272
"Lennox, Charlotte",A SONG. ,o5247-w0220,pers00295
"Egerton, Sarah Fyge",To One who said I must not Love. ,pse03-w0200,pers00272
"Barber, Mary","Written at Camberwell, near London, in the Study of Mr. Wainwright, now Baron of the Exchequer in Ireland, where the Author accidentally din'd alone. ",pba35-w0800,pers00087
"Burns, Robert",THE LAMENT. OCCASIONED BY THE UNFORTUNATE ISSUE OF A FRIEND'S AMOUR.,cbu86-w0160,pers00307
"Wesley, Charles",HYMN on the Titles of CHRIST. ,o3900-w1050,pers00309
"Whitehead, William","ELEGY V. To a FRIEND Sick. Written at Rome, 1756. ",o5157-w0074,pers00038
"Burns, Robert","DESPONDENCY, AN ODE.",cbu86-w0170,pers00307
"Barber, Mary",To Mrs. Putland. ,pba35-w0810,pers00087
"Wesley, John",GOD's Greatness. From the same.,o3900-w1040,pers00310
"Edwards, Thomas",SONNET VII. ,o5153-w0776,pers00016
"Hoadly, John",To the Rev. Mr. J. S. 1731.,o5156-w0820,pers00108
"Blamire, Susanna",ADDRESS TO HEALTH. — 1784.,bsb18-w0120,pers00280
"Shepherd, Richard",ODE ON ENVY. ,o4984-w0620,pers00252
"Blamire, Susanna","THE NUN'S RETURN TO THE WORLD, BY THE DECREE OF THE NATIONAL ASSEMBLY OF FRANCE, FEBRUARY, 1790.",bsb18-w0130,pers00280
"Straight, John","Answer to the foregoing, 1731. ",o5156-w0830,pers00131
"Shepherd, Richard",ODE TO HEALTH. ,o4984-w0630,pers00252
"Tate, Nahum",The Mid-Night Thought. ,oat77-w0560,pers00344
"Prior, Matthew",HANS CARVEL. ,pmp18-w0450,pers00314
"Tighe, Mary",To Death. ,pmt18-w0190,pers00320
"Prior, Matthew",AN ENGLISH PADLOCK. ,pmp18-w0440,pers00314
"Tate, Nahum",The Counter-Turn. ,oat77-w0570,pers00344
"Tighe, Mary","On Leaving Killarney. August 5, 1800.",pmt18-w0180,pers00320
"Nugent, Robert Craggs, Earl Nugent",An ODE. ,o5153-w0400,pers00119
"Cockfield, Joseph",INSCRIPTION FOR A ROOT-HOUSE. ,o4986-w0830,pers00213
"Hands, Elizabeth","A POEM, On the Supposition of the Book having been published and read. ",peh89-w0030,pers00324
"Pennington, Elizabeth",ODE to a THRUSH. ,o5156-w1180,pers00144
Anonymous,The EXCEPTION. ,o5154-w0630,pers00060
"Day, Eliza",SONNET. ,bed98-w0220,pers00340
"Carstairs, Christian",A NEW YEAR's GIFT. ,pcc86-w0010,pers00323
"Nugent, Robert Craggs, Earl Nugent",An ODE. ,o5153-w0410,pers00119
"Scott, John",SONNET ON ARBITRARY GOVERNMENT. ,o4986-w0820,pers00250
"Hands, Elizabeth","A POEM, On the Supposition of an Advertisement appearing in a Morning Paper, of the Publication of a Volume of Poem, by a Servant Maid. ",peh89-w0020,pers00324
Anonymous,ELEGY. ,o5156-w1190,pers00068
"Day, Eliza",TO ELIZA S — —. ,bed98-w0230,pers00340
"Fletcher, Philip",NATURE and FORTUNE. To the Earl of CHESTERFIELD.,o5154-w0620,pers00096
"Williams, Helen Maria","DUNCAN, AN ODE.",bhw18-w0050,pers00276
"Churchill, Charles",INDEPENDENCE. ,o4002-w0010,pers00155
"Watts, Isaac",TO John Hartopp Esq ,o4672-w0660,pers00292
"Williams, Helen Maria","EUPHELIA, AN ELEGY.",bhw18-w0040,pers00276
"Watts, Isaac",TO Dr. JOHN SPEED of Southampton. ,o4672-w0670,pers00292
"Gray, Thomas",[Epitaph on a Child] ,tgaen-wepld,pers00039
Anonymous,"TO A LADY, WITH AN ETUI. ",o4986-w0110,pers00194
"Gay, John",FABLE [40] XL. The two Monkeys.,ojg27-w0410,pers00303
Anonymous,TO COLONEL R—S. ,o4986-w0100,pers00194
"Gay, John",FABLE [39] XXXIX. The Father and Jupiter.,ojg27-w0400,pers00303
"Barber, Mary",To Mrs. — ,pba35-w0120,pers00087
"Pope, Alexander",WINDSOR-FOREST. To the Right Honourable GEORGE Lord LANSDOWN.,o3704-w0010,pers00012
"Barber, Mary","To the Right Honble. the Lady Dowager Torrington, with some Verses her Ladyship commanded me to send her. ",pba35-w0130,pers00087
"Baillie, Joanna","SONG, WRITTEN FOR AN IRISH AIR.",bjb18-w0580,pers00287
"Shenstone, William",ODE. Written 1739.,o5156-w0100,pers00035
"Finch, Anne, countess of Winchilsea","[Tasso, Aminta:] THIRSIS persuades AMINTOR not to despair upon the Predictions of Mopsus discov'ring him to be an Impostor. ",o4784-w0500,pers00268
"Robinson, Mary",The COMPLAINT. ,pro75-w0260,pers00271
"Betham, (Mary) Matilda",EDITHA ,bmb97-w0220,pers00315
"Blamire, Susanna","O DINNA THINK, MY BONNIE LASS. ",bsb18-w0800,pers00280
"Betham, (Mary) Matilda",TO M. I. ,bmb97-w0230,pers00315
"Nugent, Robert Craggs, Earl Nugent",EPIGRAM XIV. ,o5153-w0803,pers00119
"Blamire, Susanna",NOW SANDY MAUN AWA. ,bsb18-w0810,pers00280
"Robinson, Mary",THOUGHTS on RETIREMENT. ,pro75-w0270,pers00271
"Shenstone, William",The DYING KID. ,o5156-w0110,pers00035
"Baillie, Joanna","SONG, FOR AN IRISH AIR.",bjb18-w0590,pers00287
"Finch, Anne, countess of Winchilsea","[Tasso, Aminta:] From the AMINTA of TASSO. ",o4784-w0510,pers00268
"Campbell, Thomas","SPEECH OF THE CHORUS, In the same Tragedy, to dissuade Medea from her purpose of putting her children to death, and flying for protection to Athens.",n27tc-w0030,pers00316
"Blackmore, Sir Richard",AN EPISTLE TO Sir Richard Blackmore. ,oab00-w0010,pers00335
"Campbell, Thomas",SPECIMENS OF TRANSLATION FROM MEDEA. ,n27tc-w0020,pers00316
"Leapor, Mary",The FIELDS of MELANCHOLY and CHEARFULNESS. ,o5125-w0380,pers00154
"Hudson, Thomas",ODE TO CONCORD. ,o4984-w0150,pers00233
"Blamire, Susanna","ON THE MARRIAGE OF MISS JOHANNA GALE WITH THE REV. P. GRAHAM, RECTOR OF ARTHURET. 18TH FEBRUARY, 1792.",bsb18-w0650,pers00280
"Hudson, Thomas",ODE ON TRUE GREATNESS. ,o4984-w0140,pers00233
"Leapor, Mary","The LIBYAN HUNTER, a FABLE. Inscrib'd to the Memory of a late admir'd Author.",o5125-w0390,pers00154
"Alcock, Mary",A VISION. ,pma99-w0010,pers00306
"Blamire, Susanna",AGAIN MAUN ABSENCE CHILL MY SOUL. ,bsb18-w0640,pers00280
"Opie, Amelia","LINES ON THE PLACE DE LA CONCORDE AT PARIS,",bao18-w0210,pers00279
